Date,Asset,prev_weight,target_weight,delta_weight,estimated_cost
2020-04-23,SPY,0.0,0.0034186771869094343,0.0034186771869094343,1.7093385934547172e-06
2020-04-23,IEF,0.0,0.005348554044688421,0.005348554044688421,2.6742770223442103e-06
2020-04-23,GLD,0.0,0.14123129396154033,0.14123129396154033,7.061564698077016e-05
2020-04-23,DBC,0.0,1.4748068618184727e-06,1.4748068618184727e-06,7.374034309092363e-10
2020-04-23,__CASH__,1.0,0.85,-0.15000000000000002,7.500000000000001e-05
2020-09-10,SPY,0.0034186771869094343,1.1957206741941215e-05,-0.003406719980167493,1.7033599900837464e-06
2020-09-10,IWM,0.0,0.04822237543936869,0.04822237543936869,2.4111187719684347e-05
2020-09-10,TLT,0.0,0.0665215946462041,0.0665215946462041,3.326079732310205e-05
2020-09-10,IEF,0.005348554044688421,0.020629098796608472,0.01528054475192005,7.640272375960024e-06
2020-09-10,GLD,0.14123129396154033,0.004721450552653744,-0.13650984340888658,6.825492170444329e-05
2020-09-10,DBC,1.4748068618184727e-06,5.15830234534053e-09,-1.4696485594731322e-06,7.348242797365661e-10
2020-09-10,UUP,0.0,0.019975485162507176,0.019975485162507176,9.987742581253588e-06
2020-09-10,__CASH__,0.85,0.8399180330376136,-0.01008196696238639,5.040983481193195e-06
2021-01-28,SPY,1.1957206741941215e-05,2.5080678021822007e-07,-1.1706399961722995e-05,5.853199980861498e-09
2021-01-28,IWM,0.04822237543936869,0.0010114819438556202,-0.04721089349551307,2.3605446747756537e-05
2021-01-28,TLT,0.0665215946462041,0.08136473478197158,0.014843140135767485,7.421570067883743e-06
2021-01-28,IEF,0.020629098796608472,0.0657807838364953,0.04515168503988683,2.2575842519943412e-05
2021-01-28,GLD,0.004721450552653744,0.04303706890214302,0.038315618349489274,1.9157809174744635e-05
2021-01-28,DBC,5.15830234534053e-09,0.02214774640112738,0.022147741242825036,1.1073870621412519e-05
2021-01-28,UUP,0.019975485162507176,0.04951730039453854,0.029541815232031365,1.4770907616015682e-05
2021-01-28,__CASH__,0.8399180330376136,0.7371406329330884,-0.10277740010452519,5.1388700052262595e-05
