Date,SPY,QQQ,IWM,TLT,IEF,GLD,DBC,UUP,__CASH__
2023-10-30,3.3833746834707924e-07,0.015664697806206773,9.808956882674493e-08,0.0,5.5931498962882605e-05,0.0006448799993262965,1.5629021980021446e-05,0.00012981827719715815,0.9834886069692897
2023-11-28,0.0006280588743785247,0.014745031357019524,0.0004060460087581367,0.00034048229692763745,0.0,0.0023019439152287056,0.0005350071945074477,0.0,0.98104343035318
2023-12-27,0.0,0.026492552159271154,0.0,0.0,0.002635813245614356,0.001947075446363722,0.001603848525433807,9.976282543290108e-05,0.967220947797884
2024-01-26,0.0001717761480016565,0.020005041917824165,0.0004215234241668176,0.000312440968442626,0.00046285715839827437,0.000463708543632621,0.0008521895100229211,0.010184722782216757,0.9671257395472942
2024-02-26,0.0006735632773764579,0.01522375101612257,0.0027199442980095786,0.0005553636717757213,0.0010206496258374186,0.005149891477519125,0.0008488583690555376,0.028796666943364337,0.9450113113209393
2024-03-25,0.0007356818266561492,0.015296558517106328,0.0027460233451415284,0.0005075157942528314,0.0009832039389511837,0.005166204328097154,0.0008337289273170368,0.028784913939795733,0.944946169382682
2024-04-23,0.0007117164679941964,0.01483752314944876,0.002625102097915125,1.1676888045016176e-05,0.0002989604106423715,0.008324435913547142,0.0006380930798108425,0.029170156962866078,0.9433823350297305
2024-05-21,0.0007410875138811933,0.01488410528669458,0.0026428665163203695,0.0,0.00025281115173325316,0.008388431722732986,0.0006424172338283668,0.02913941909492911,0.9433088614798801
2024-06-20,0.0007857847664464488,0.014999251696030102,0.002613265189610106,0.0,0.0002337273259595566,0.008385775039766475,0.0006179114554786232,0.02912229050863073,0.943241994018078
2024-07-19,0.0008107570229725693,0.015020698393227193,0.002671321013590693,0.0,0.000218242942313722,0.008426443283339531,0.0005666144774858927,0.029100432988444773,0.9431854898786256
2024-08-16,0.0008419508630423445,0.015053710879794962,0.002682087832226634,2.0854305250494292e-05,0.00022156191049530703,0.008462785503278858,0.0005110670576338305,0.02907080203166717,0.9431351796166104
2024-09-16,0.0,0.05625047468284778,0.0005093925976968634,0.0,0.020170093213731883,0.0,0.0,0.030562760056276585,0.8925072794494469
2024-10-14,0.0,0.06167847149804659,0.0009843453465162011,0.0,0.021703314556269983,0.0,8.151068460583491e-05,0.02778570627832783,0.8877666516362336
2024-11-11,0.0,0.13688531471633636,0.0001318987866749061,0.0,0.0,1.0775033613643776e-06,0.0,0.01998111388859734,0.84300059510503
2024-12-10,0.0,0.1792647043339592,0.0,1.4354060510568581e-05,0.013426658479978147,2.1108162580381573e-05,0.0,0.024147005472614842,0.7831261694903568
2025-01-10,7.65208673462336e-06,0.17927742148242887,0.0,0.0,0.01338909529605697,4.7878785397401884e-05,4.107740259350409e-06,0.024177730601559942,0.7830961140075628
2025-02-10,9.25216134425659e-06,0.1792756063980021,0.0,0.0,0.013361585322282795,0.00013874801759061154,9.410676849382893e-07,0.02417132462095619,0.7830425424121391
2025-03-11,0.0,0.1791371616573715,0.0,2.491309908705447e-05,0.013389895631980658,0.00023254313674664484,3.489519042473631e-06,0.024161833388329886,0.7830501635674418
2025-04-08,3.796952169673458e-05,0.16496402963670312,4.1794836129418733e-05,5.58281944022e-05,0.02319001496492279,0.013891421695721802,4.4625596852725745e-05,0.02158062478568515,0.776193690767886
2025-05-07,3.137666994905429e-06,0.16491564099915532,0.0,5.063311694291246e-06,0.02314815110311254,0.014418377830417654,0.0,0.021427894881712508,0.7760817342069128
2025-06-05,1.9791842098734745e-05,0.16495116395560055,0.0,0.0,0.0231298072823903,0.014513388050931586,0.0,0.021363288263942005,0.7760225606050368
2025-07-07,3.098312728123218e-07,0.1607875466963824,8.093496584140649e-08,1.92083961415575e-05,0.04023342767280763,0.021967807765184227,2.9489124075554916e-05,0.03850645439887988,0.7384556751802901
2025-08-04,1.2986286158033784e-05,0.16080148349037118,0.0,1.777907855778191e-05,0.04023587985883242,0.022006515093480318,1.626715630524378e-05,0.038489360369686504,0.7384197286666085
2025-09-02,2.918973014115555e-05,0.16080730512858948,4.103100110324492e-05,0.0,0.04022515052971831,0.022057526497172485,5.36129146705319e-06,0.03846057749912407,0.7383738583226842
2025-09-30,4.4661656528918034e-05,0.17345143723768028,0.0025490754202869823,0.0,0.0558730600135639,0.02627819112056696,0.0001776346889638488,0.05555710789692828,0.6860688319654809
2025-10-28,0.0,0.17575217312087166,0.0016370566642393079,0.00030958664060641865,0.0558370957409069,0.034277552512619734,3.308568454222709e-05,0.05533098907764352,0.6768224605585702
2025-11-25,0.0,0.17573603399060975,0.0016118529348878253,0.00029670580482662817,0.05582921470683382,0.03442340133903796,1.208086454275602e-05,0.055317974691733725,0.6767727356675275
2025-12-24,0.0,0.18066914384532212,0.0,0.0,0.051242175237710325,0.03362479550591255,0.0017543911734827127,0.05446350206410253,0.6782459921734698
2026-01-26,0.0010065460744830264,0.16446485247281606,0.0,0.001765103265973907,0.08050699204354683,0.046467246833872836,0.0,0.07964911174466825,0.6261401475646391
2026-02-24,0.0008826829072361541,0.10152168783301768,0.0,0.0016939520927245543,0.08042834144218154,0.11009678509266323,0.0,0.0794778936903421,0.6258986569418348
2026-03-24,0.0008300588844097347,0.10147147101052904,0.0,0.0016410374893323022,0.08039245910139152,0.1099409026752983,0.0004253184578609533,0.07946030910977092,0.6258384432714073
2026-04-22,0.0008567824315241401,0.10153072602105041,8.082371331915187e-05,0.0015816878112056864,0.08034109879715289,0.10990227605966743,0.0005438348713713819,0.07941503688336525,0.6257477334113437
2026-05-20,0.0034006368129270493,0.1244688585995301,3.402498721327743e-05,0.0027808803333988817,0.07321798818021517,0.1241969902755378,0.0032470500503778183,0.07318582513056915,0.5954677456302307
