Date,Asset,prev_weight,target_weight,delta_weight,estimated_cost
2023-10-30,SPY,0.0,3.3833746834707924e-07,3.3833746834707924e-07,8.458436708676982e-10
2023-10-30,QQQ,0.0,0.015664697806206773,0.015664697806206773,3.916174451551693e-05
2023-10-30,IWM,0.0,9.808956882674493e-08,9.808956882674493e-08,2.4522392206686234e-10
2023-10-30,IEF,0.0,5.5931498962882605e-05,5.5931498962882605e-05,1.398287474072065e-07
2023-10-30,GLD,0.0,0.0006448799993262965,0.0006448799993262965,1.6121999983157415e-06
2023-10-30,DBC,0.0,1.5629021980021446e-05,1.5629021980021446e-05,3.907255495005361e-08
2023-10-30,UUP,0.0,0.00012981827719715815,0.00012981827719715815,3.245456929928954e-07
2023-10-30,__CASH__,1.0,0.9834886069692897,-0.016511393030710253,4.127848257677563e-05
2023-11-28,SPY,3.3833746834707924e-07,0.0006280588743785247,0.0006277205369101776,1.5693013422754438e-06
2023-11-28,QQQ,0.015664697806206773,0.014745031357019524,-0.0009196664491872494,2.2991661229681236e-06
2023-11-28,IWM,9.808956882674493e-08,0.0004060460087581367,0.00040594791918931,1.014869797973275e-06
2023-11-28,TLT,0.0,0.00034048229692763745,0.00034048229692763745,8.512057423190937e-07
2023-11-28,IEF,5.5931498962882605e-05,0.0,-5.5931498962882605e-05,1.398287474072065e-07
2023-11-28,GLD,0.0006448799993262965,0.0023019439152287056,0.001657063915902409,4.142659789756023e-06
2023-11-28,DBC,1.5629021980021446e-05,0.0005350071945074477,0.0005193781725274263,1.2984454313185658e-06
2023-11-28,UUP,0.00012981827719715815,0.0,-0.00012981827719715815,3.245456929928954e-07
2023-11-28,__CASH__,0.9834886069692897,0.98104343035318,-0.0024451766161097677,6.112941540274419e-06
2023-12-27,SPY,0.0006280588743785247,0.0,-0.0006280588743785247,1.5701471859463117e-06
2023-12-27,QQQ,0.014745031357019524,0.026492552159271154,0.01174752080225163,2.9368802005629074e-05
2023-12-27,IWM,0.0004060460087581367,0.0,-0.0004060460087581367,1.0151150218953418e-06
2023-12-27,TLT,0.00034048229692763745,0.0,-0.00034048229692763745,8.512057423190937e-07
2023-12-27,IEF,0.0,0.002635813245614356,0.002635813245614356,6.5895331140358894e-06
2023-12-27,GLD,0.0023019439152287056,0.001947075446363722,-0.00035486846886498367,8.871711721624591e-07
2023-12-27,DBC,0.0005350071945074477,0.001603848525433807,0.0010688413309263593,2.6721033273158985e-06
2023-12-27,UUP,0.0,9.976282543290108e-05,9.976282543290108e-05,2.494070635822527e-07
2023-12-27,__CASH__,0.98104343035318,0.967220947797884,-0.013822482555295945,3.4556206388239865e-05
2024-01-26,SPY,0.0,0.0001717761480016565,0.0001717761480016565,4.2944037000414123e-07
2024-01-26,QQQ,0.026492552159271154,0.020005041917824165,-0.006487510241446989,1.6218775603617474e-05
2024-01-26,IWM,0.0,0.0004215234241668176,0.0004215234241668176,1.053808560417044e-06
2024-01-26,TLT,0.0,0.000312440968442626,0.000312440968442626,7.81102421106565e-07
2024-01-26,IEF,0.002635813245614356,0.00046285715839827437,-0.0021729560872160818,5.432390218040205e-06
2024-01-26,GLD,0.001947075446363722,0.000463708543632621,-0.001483366902731101,3.7084172568277526e-06
2024-01-26,DBC,0.001603848525433807,0.0008521895100229211,-0.000751659015410886,1.879147538527215e-06
2024-01-26,UUP,9.976282543290108e-05,0.010184722782216757,0.010084959956783856,2.5212399891959643e-05
2024-01-26,__CASH__,0.967220947797884,0.9671257395472942,-9.520825058983995e-05,2.3802062647459987e-07
2024-02-26,SPY,0.0001717761480016565,0.0006735632773764579,0.0005017871293748014,1.2544678234370036e-06
2024-02-26,QQQ,0.020005041917824165,0.01522375101612257,-0.004781290901701596,1.195322725425399e-05
2024-02-26,IWM,0.0004215234241668176,0.0027199442980095786,0.002298420873842761,5.746052184606902e-06
2024-02-26,TLT,0.000312440968442626,0.0005553636717757213,0.00024292270333309534,6.073067583327383e-07
2024-02-26,IEF,0.00046285715839827437,0.0010206496258374186,0.0005577924674391441,1.3944811685978605e-06
2024-02-26,GLD,0.000463708543632621,0.005149891477519125,0.004686182933886504,1.171545733471626e-05
2024-02-26,DBC,0.0008521895100229211,0.0008488583690555376,-3.331140967383463e-06,8.327852418458657e-09
2024-02-26,UUP,0.010184722782216757,0.028796666943364337,0.01861194416114758,4.652986040286895e-05
2024-02-26,__CASH__,0.9671257395472942,0.9450113113209393,-0.0221144282263549,5.5286070565887246e-05
2024-03-25,SPY,0.0006735632773764579,0.0007356818266561492,6.211854927969129e-05,1.5529637319922823e-07
2024-03-25,QQQ,0.01522375101612257,0.015296558517106328,7.280750098375907e-05,1.8201875245939767e-07
2024-03-25,IWM,0.0027199442980095786,0.0027460233451415284,2.607904713194985e-05,6.519761782987463e-08
2024-03-25,TLT,0.0005553636717757213,0.0005075157942528314,-4.7847877522889915e-05,1.196196938072248e-07
2024-03-25,IEF,0.0010206496258374186,0.0009832039389511837,-3.744568688623484e-05,9.36142172155871e-08
2024-03-25,GLD,0.005149891477519125,0.005166204328097154,1.6312850578029114e-05,4.078212644507279e-08
2024-03-25,DBC,0.0008488583690555376,0.0008337289273170368,-1.5129441738500823e-05,3.782360434625206e-08
2024-03-25,UUP,0.028796666943364337,0.028784913939795733,-1.175300356860351e-05,2.9382508921508774e-08
2024-03-25,__CASH__,0.9450113113209393,0.944946169382682,-6.514193825724046e-05,1.6285484564310114e-07
2024-04-23,SPY,0.0007356818266561492,0.0007117164679941964,-2.3965358661952817e-05,5.991339665488204e-08
2024-04-23,QQQ,0.015296558517106328,0.01483752314944876,-0.0004590353676575676,1.147588419143919e-06
2024-04-23,IWM,0.0027460233451415284,0.002625102097915125,-0.00012092124722640337,3.023031180660084e-07
2024-04-23,TLT,0.0005075157942528314,1.1676888045016176e-05,-0.0004958389062078152,1.2395972655195381e-06
2024-04-23,IEF,0.0009832039389511837,0.0002989604106423715,-0.0006842435283088122,1.7106088207720305e-06
2024-04-23,GLD,0.005166204328097154,0.008324435913547142,0.003158231585449988,7.89557896362497e-06
2024-04-23,DBC,0.0008337289273170368,0.0006380930798108425,-0.00019563584750619434,4.890896187654858e-07
2024-04-23,UUP,0.028784913939795733,0.029170156962866078,0.00038524302307034464,9.631075576758615e-07
2024-04-23,__CASH__,0.944946169382682,0.9433823350297305,-0.0015638343529515986,3.9095858823789965e-06
2024-05-21,SPY,0.0007117164679941964,0.0007410875138811933,2.9371045886996934e-05,7.342761471749234e-08
2024-05-21,QQQ,0.01483752314944876,0.01488410528669458,4.658213724581875e-05,1.1645534311454688e-07
2024-05-21,IWM,0.002625102097915125,0.0026428665163203695,1.7764418405244453e-05,4.441104601311113e-08
2024-05-21,TLT,1.1676888045016176e-05,0.0,-1.1676888045016176e-05,2.9192220112540442e-08
2024-05-21,IEF,0.0002989604106423715,0.00025281115173325316,-4.6149258909118315e-05,1.1537314727279578e-07
2024-05-21,GLD,0.008324435913547142,0.008388431722732986,6.399580918584405e-05,1.5998952296461013e-07
2024-05-21,DBC,0.0006380930798108425,0.0006424172338283668,4.324154017524315e-06,1.0810385043810787e-08
2024-05-21,UUP,0.029170156962866078,0.02913941909492911,-3.0737867936968255e-05,7.684466984242064e-08
2024-05-21,__CASH__,0.9433823350297305,0.9433088614798801,-7.34735498503225e-05,1.8368387462580627e-07
2024-06-20,SPY,0.0007410875138811933,0.0007857847664464488,4.46972525652555e-05,1.1174313141313874e-07
2024-06-20,QQQ,0.01488410528669458,0.014999251696030102,0.00011514640933552207,2.878660233388052e-07
2024-06-20,IWM,0.0026428665163203695,0.002613265189610106,-2.9601326710263637e-05,7.400331677565909e-08
2024-06-20,IEF,0.00025281115173325316,0.0002337273259595566,-1.9083825773696554e-05,4.770956443424138e-08
2024-06-20,GLD,0.008388431722732986,0.008385775039766475,-2.656682966511656e-06,6.64170741627914e-09
2024-06-20,DBC,0.0006424172338283668,0.0006179114554786232,-2.4505778349743568e-05,6.126444587435892e-08
2024-06-20,UUP,0.02913941909492911,0.02912229050863073,-1.7128586298379572e-05,4.282146574594893e-08
2024-06-20,__CASH__,0.9433088614798801,0.943241994018078,-6.686746180217806e-05,1.6716865450544515e-07
2024-07-19,SPY,0.0007857847664464488,0.0008107570229725693,2.49722565261205e-05,6.243064131530124e-08
