Date,Asset,prev_weight,target_weight,delta_weight,estimated_cost
2023-10-30,QQQ,0.0,0.02374287255453358,0.02374287255453358,1.187143627726679e-05
2023-10-30,IEF,0.0,9.980068548214715e-06,9.980068548214715e-06,4.990034274107357e-09
2023-10-30,UUP,0.0,0.023009799087782883,0.023009799087782883,1.1504899543891442e-05
2023-10-30,__CASH__,1.0,0.9532373482891353,-0.04676265171086469,2.3381325855432344e-05
2023-11-28,SPY,0.0,0.01562961092586925,0.01562961092586925,7.814805462934626e-06
2023-11-28,QQQ,0.02374287255453358,0.06856883280273127,0.04482596024819768,2.241298012409884e-05
2023-11-28,IWM,0.0,0.0036923719047650947,0.0036923719047650947,1.8461859523825473e-06
2023-11-28,IEF,9.980068548214715e-06,2.143871744762094e-06,-7.836196803452621e-06,3.918098401726311e-09
2023-11-28,GLD,0.0,0.011987184006825793,0.011987184006825793,5.993592003412897e-06
2023-11-28,UUP,0.023009799087782883,0.027608352625582793,0.0045985535377999105,2.2992767688999553e-06
2023-11-28,__CASH__,0.9532373482891353,0.872511503862481,-0.08072584442665431,4.036292221332716e-05
2023-12-27,SPY,0.01562961092586925,0.015463829027798937,-0.00016578189807031456,8.289094903515728e-08
2023-12-27,QQQ,0.06856883280273127,0.09418521793913712,0.02561638513640585,1.2808192568202925e-05
2023-12-27,IWM,0.0036923719047650947,0.07781531416609351,0.07412294226132841,3.706147113066421e-05
2023-12-27,IEF,2.143871744762094e-06,1.5109554814958143e-08,-2.128762189947136e-06,1.064381094973568e-09
2023-12-27,GLD,0.011987184006825793,0.01224785660909157,0.00026067260226577717,1.3033630113288858e-07
2023-12-27,UUP,0.027608352625582793,0.005912405412485312,-0.02169594721309748,1.084797360654874e-05
2023-12-27,__CASH__,0.872511503862481,0.7943753617358388,-0.07813614212664222,3.906807106332111e-05
2024-01-26,SPY,0.015463829027798937,0.022149870989674345,0.006686041961875408,3.343020980937704e-06
2024-01-26,QQQ,0.09418521793913712,0.11357296816946104,0.019387750230323922,9.693875115161961e-06
2024-01-26,IWM,0.07781531416609351,0.08201337291733414,0.00419805875124063,2.099029375620315e-06
2024-01-26,TLT,0.0,0.0015267120974645832,0.0015267120974645832,7.633560487322915e-07
2024-01-26,IEF,1.5109554814958143e-08,0.0,-1.5109554814958143e-08,7.554777407479072e-12
2024-01-26,GLD,0.01224785660909157,0.0,-0.01224785660909157,6.123928304545785e-06
2024-01-26,UUP,0.005912405412485312,0.03286065063217946,0.026948245219694147,1.3474122609847072e-05
2024-01-26,__CASH__,0.7943753617358388,0.7478764251938864,-0.04649893654195236,2.324946827097618e-05
2024-02-26,SPY,0.022149870989674345,0.02675818054425609,0.0046083095545817465,2.3041547772908733e-06
2024-02-26,QQQ,0.11357296816946104,0.20866260116924945,0.09508963299978841,4.75448164998942e-05
2024-02-26,IWM,0.08201337291733414,0.08067282598509276,-0.0013405469322413793,6.702734661206897e-07
2024-02-26,TLT,0.0015267120974645832,0.0015523920964027186,2.567999893813536e-05,1.283999946906768e-08
2024-02-26,UUP,0.03286065063217946,0.03313702807887117,0.00027637744669171266,1.3818872334585633e-07
2024-02-26,__CASH__,0.7478764251938864,0.6492169721261278,-0.09865945306775858,4.932972653387929e-05
2024-03-25,SPY,0.02675818054425609,0.0339872794199465,0.007229098875690412,3.6145494378452063e-06
2024-03-25,QQQ,0.20866260116924945,0.22083464570884606,0.01217204453959661,6.086022269798305e-06
2024-03-25,IWM,0.08067282598509276,0.08634559387915436,0.005672767894061598,2.836383947030799e-06
2024-03-25,TLT,0.0015523920964027186,0.0007243323916734176,-0.000828059704729301,4.1402985236465054e-07
2024-03-25,GLD,0.0,0.009033636186780637,0.009033636186780637,4.516818093390319e-06
2024-03-25,UUP,0.03313702807887117,0.058539832943815956,0.025402804864944784,1.2701402432472392e-05
2024-03-25,__CASH__,0.6492169721261278,0.5905346794697831,-0.058682292656344726,2.9341146328172363e-05
2024-04-23,SPY,0.0339872794199465,0.028783887452299883,-0.005203391967646621,2.6016959838233105e-06
2024-04-23,QQQ,0.22083464570884606,0.2134441081978965,-0.007390537510949563,3.6952687554747813e-06
2024-04-23,IWM,0.08634559387915436,0.08611963308061568,-0.0002259607985386769,1.1298039926933845e-07
2024-04-23,TLT,0.0007243323916734176,0.0,-0.0007243323916734176,3.621661958367088e-07
2024-04-23,IEF,0.0,0.0006841800514664283,0.0006841800514664283,3.4209002573321416e-07
2024-04-23,GLD,0.009033636186780637,0.023870384176232447,0.01483674798945181,7.418373994725905e-06
2024-04-23,DBC,0.0,0.00933579067786272,0.00933579067786272,4.66789533893136e-06
2024-04-23,UUP,0.058539832943815956,0.09387311181501494,0.035333278871198984,1.766663943559949e-05
2024-04-23,__CASH__,0.5905346794697831,0.5438889045486115,-0.04664577492117161,2.3322887460585808e-05
