Date,Asset,prev_weight,target_weight,delta_weight,estimated_cost
2020-07-27,DBC,0.0,0.15,0.15,0.0001125
2020-07-27,__CASH__,1.0,0.85,-0.15000000000000002,0.00011250000000000002
2020-07-30,DBC,0.15,0.0,-0.15,0.0001125
2020-07-30,__CASH__,0.85,1.0,0.15000000000000002,0.00011250000000000002
2020-07-31,DBC,0.0,0.15,0.15,0.0001125
2020-07-31,__CASH__,1.0,0.85,-0.15000000000000002,0.00011250000000000002
2020-08-03,DBC,0.15,0.0,-0.15,0.0001125
2020-08-03,__CASH__,0.85,1.0,0.15000000000000002,0.00011250000000000002
2020-08-05,TLT,0.0,0.15,0.15,0.0001125
2020-08-05,__CASH__,1.0,0.85,-0.15000000000000002,0.00011250000000000002
2020-08-11,TLT,0.15,0.0,-0.15,0.0001125
2020-08-11,__CASH__,0.85,1.0,0.15000000000000002,0.00011250000000000002
2020-08-13,TLT,0.0,0.15,0.15,0.0001125
2020-08-13,__CASH__,1.0,0.85,-0.15000000000000002,0.00011250000000000002
2020-08-19,TLT,0.15,0.0,-0.15,0.0001125
2020-08-19,__CASH__,0.85,1.0,0.15000000000000002,0.00011250000000000002
2020-08-24,IEF,0.0,0.15,0.15,0.0001125
2020-08-24,__CASH__,1.0,0.85,-0.15000000000000002,0.00011250000000000002
2020-08-27,IEF,0.15,0.0,-0.15,0.0001125
2020-08-27,__CASH__,0.85,1.0,0.15000000000000002,0.00011250000000000002
2020-08-31,IEF,0.0,0.06893598940398506,0.06893598940398506,5.170199205298879e-05
2020-08-31,TLT,0.0,0.08106401059601494,0.08106401059601494,6.07980079470112e-05
2020-08-31,__CASH__,1.0,0.85,-0.15000000000000002,0.00011250000000000002
2020-09-01,IEF,0.06893598940398506,0.0,-0.06893598940398506,5.170199205298879e-05
2020-09-01,TLT,0.08106401059601494,0.15,0.06893598940398506,5.170199205298879e-05
2020-09-02,TLT,0.15,0.0,-0.15,0.0001125
2020-09-02,__CASH__,0.85,1.0,0.15000000000000002,0.00011250000000000002
2020-09-14,IWM,0.0,0.15,0.15,0.0001125
2020-09-14,__CASH__,1.0,0.85,-0.15000000000000002,0.00011250000000000002
2020-09-15,IWM,0.15,0.0,-0.15,0.0001125
2020-09-15,__CASH__,0.85,1.0,0.15000000000000002,0.00011250000000000002
