Date,Asset,ret_1,ret_5,ret_21,ret_63,vol_20,vol_60,primary_score,fwd_return,cost_return,volatility,edge_hat,signed_realized_edge,meta_label,p_meta,conformal_q,lower_bound,side,trade,edge_after_cost,raw_weight_score
2020-07-27,DBC,0.02648048173391171,0.061614907024350796,0.1793686703634294,0.3312115691063098,0.29987990934504555,0.3465078797713256,0.11352445615515501,-0.08436242887146284,0.00075,0.29987990934504555,0.11352445615515501,-0.08436242887146284,0.0,0.5171999491363771,0.03345221584984816,0.08007224030530685,1.0,True,0.07932224030530685,0.004549616216753408
2020-07-27,GLD,-0.00956454030779752,0.016033943383925164,0.007387600005453798,0.003223185389332306,0.25941195728891875,0.28691171423459133,0.0064975314555654525,0.006153698732267898,0.00075,0.25941195728891875,0.0064975314555654525,0.006153698732267898,1.0,0.5035348333705464,0.03345221584984816,-0.026954684394282703,1.0,False,-0.027704684394282704,0.0
2020-07-27,IEF,-0.005340514610197911,-0.027051139717658046,-0.08508664038503333,-0.038210660037419686,0.15097060259691056,0.16800701297721518,-0.055060603196514964,0.0024159951528135437,0.00075,0.15097060259691056,0.055060603196514964,-0.0024159951528135437,0.0,0.563189433402726,0.03345221584984816,0.021608387346666806,-1.0,False,0.020858387346666805,0.0
2020-07-27,IWM,-0.012810252618922213,0.00012189732366008066,0.1307916014743944,0.15564237052088004,0.32831319882719745,0.28928735262144945,0.0699302789368832,-0.03285030830942226,0.00075,0.32831319882719745,0.0699302789368832,-0.03285030830942226,0.0,0.4368796511024629,0.03345221584984816,0.03647806308703504,1.0,False,0.035728063087035036,0.0
2020-07-27,QQQ,-0.0109128154315844,-0.03220986787337077,0.004352219290866932,-0.19065246070816722,0.3441863255177956,0.3031518182800798,-0.008467241586683428,-0.06539481684956239,0.00075,0.3441863255177956,0.008467241586683428,0.06539481684956239,1.0,0.3795278217273632,0.03345221584984816,-0.02498497426316473,-1.0,False,-0.02573497426316473,0.0
2020-07-27,SPY,-0.03385623831317419,-0.035188476732016416,0.0415677106197716,-0.10629961803978538,0.23180226584558236,0.2241004819780079,0.0076115171996882875,-0.028608503481001635,0.00075,0.23180226584558236,0.0076115171996882875,-0.028608503481001635,0.0,0.43312502145819104,0.03345221584984816,-0.02584069865015987,1.0,False,-0.02659069865015987,0.0
2020-07-27,TLT,0.03322545604222915,0.024301575184217716,-0.006619263039566281,0.08802097162509548,0.1951339671960748,0.18844133302517296,0.004297034307644473,0.025976340715542445,0.00075,0.1951339671960748,0.004297034307644473,0.025976340715542445,1.0,0.5517710401514296,0.03345221584984816,-0.029155181542203683,1.0,False,-0.029905181542203684,0.0
2020-07-27,UUP,0.00011011090494816855,0.006022364773884403,0.005560569256741532,-0.020903181739306942,0.11223055175039127,0.10971501211141395,0.004278478629481191,-0.0047857617721149825,0.00075,0.11223055175039127,0.004278478629481191,-0.0047857617721149825,0.0,0.5349553676972107,0.03345221584984816,-0.029173737220366966,1.0,False,-0.029923737220366967,0.0
2020-07-28,DBC,-0.02046714177128739,0.008249239534584563,0.11862492759373056,0.30151301637540384,0.2900121831975953,0.34945318894983063,0.06657113630654111,-0.07595933028524438,0.00075,0.2900121831975953,0.06657113630654111,-0.07595933028524438,0.0,0.5359839215287161,0.03330460251112186,0.03326653379541925,1.0,True,0.03251653379541925,0.004034562919320533
2020-07-28,GLD,0.016207193942191278,-0.002655317844296179,0.03697051307660271,0.02554242163755016,0.26430628457178684,0.2881388008603228,0.01866083966551411,0.0004299457471281798,0.00075,0.26430628457178684,0.01866083966551411,0.0004299457471281798,0.0,0.48343597177652586,0.03330460251112186,-0.014643762845607752,1.0,False,-0.015393762845607752,0.0
