Date,net_return
2020-04-23,0.0005385957457423547
2020-04-24,-0.0022714976929880896
2020-04-27,-4.8185992999477526e-05
2020-04-28,-0.0006092601018233902
2020-04-29,-0.0001265579895780201
2020-04-30,-0.00048752774925908855
2020-05-01,0.0005238225786097407
2020-05-04,0.0013225279479395077
2020-05-05,4.345965662596327e-06
2020-05-06,-0.001198329105911073
2020-05-07,0.00034303734148983893
2020-05-08,0.0007904188726193093
2020-05-11,0.0009779197185977196
2020-05-12,-0.0003630731019610125
2020-05-13,0.0006920757046565306
2020-05-14,0.0005687439345526994
2020-05-15,0.0005269758567859027
2020-05-18,0.000558283418712622
2020-05-19,-0.0009171211551496722
2020-05-20,2.3161318660996452e-05
2020-05-21,0.0013934325605780922
2020-05-22,0.0021352290831498193
2020-05-25,0.00041049343581954837
2020-05-26,0.0006663043314135826
2020-05-27,-0.0011026489955449654
2020-05-28,-0.0010260554723652662
2020-05-29,0.0014543279913009988
2020-06-01,-0.0009802585148263787
2020-06-02,0.0002030356884978197
2020-06-03,-0.0007351069347906388
2020-06-04,-0.0005861210784552248
2020-06-05,0.0001715363282057291
2020-06-08,0.00014521021514527627
2020-06-09,-0.0012521845664107982
2020-06-10,-0.0015065596720181594
2020-06-11,-0.0006638709808364961
2020-06-12,0.0005278279634298395
2020-06-15,0.0006433313278481294
2020-06-16,-0.0003302563307918221
2020-06-17,-0.0016108043664200848
2020-06-18,0.0008695104640238422
2020-06-19,0.0012734000374225863
2020-06-22,0.0007567547858826161
2020-06-23,-0.001824705670929589
2020-06-24,-0.0003788777575745234
2020-06-25,-0.0008682504658081242
2020-06-26,-0.0035661977990309244
2020-06-29,-0.0003954332733678665
2020-06-30,0.00026430378985280254
2020-07-01,0.0012755286562554748
2020-07-02,0.00036009474145673914
2020-07-03,0.0017272442362642362
2020-07-06,-0.0003899340007858038
2020-07-07,3.612889603476436e-05
2020-07-08,0.0001613689860522448
2020-07-09,-0.0005933981137479816
2020-07-10,-0.0004186554899384363
2020-07-13,0.0007510274495375947
2020-07-14,-5.5843467273398876e-05
2020-07-15,0.0006702388503485464
2020-07-16,0.0006458633572958181
2020-07-17,-0.00010756820386267847
2020-07-20,-0.002958266964881236
2020-07-21,0.00143480125887043
2020-07-22,0.00013340850108575043
2020-07-23,-0.00016912830965591432
2020-07-24,-0.0012676395086795688
2020-07-27,-0.0010661067304490774
2020-07-28,0.0007904424315619157
2020-07-29,-0.0008137202643950135
2020-07-30,-0.0005782095465413689
2020-07-31,0.0014134845681316962
2020-08-03,-0.0012457262650405396
2020-08-04,-0.0008879164425164179
2020-08-05,0.0013346161594111486
2020-08-06,-0.0007173740346494409
2020-08-07,-0.0004649320331453706
2020-08-10,0.00013062503393611416
2020-08-11,-0.0011626862667088649
2020-08-12,-0.0015405410444123526
2020-08-13,0.0014217733375946023
2020-08-14,-0.0023492803997531946
2020-08-17,0.0005308133560335937
2020-08-18,0.001335844898097385
2020-08-19,-0.0005314501093813633
2020-08-20,-0.00037992558372886085
2020-08-21,0.0007107536246677172
2020-08-24,-0.0004989345235069424
2020-08-25,-0.0004055530970938621
2020-08-26,-0.00047473728433731837
2020-08-27,-0.00034316390001115226
2020-08-28,-0.0006526092036423818
2020-08-31,0.0005690020171302874
2020-09-01,-0.0009404452297872649
2020-09-02,-0.0009222515743408319
2020-09-03,0.0007261129674220204
2020-09-04,0.0012685403400967718
2020-09-07,-0.00030077801999034854
2020-09-08,-0.0007357703063290223
2020-09-09,-0.0008710486261766077
2020-09-10,0.0010047808457972472
2020-09-11,-0.00010279595231535508
2020-09-14,0.003132662394938626
2020-09-15,-0.0014320106601980781
2020-09-16,0.0005371494426940377
2020-09-17,0.00015813773596502702
2020-09-18,0.0007921661175526405
2020-09-21,-0.00011719031956021218
2020-09-22,-0.0011818230483052689
2020-09-23,0.001556557490386347
2020-09-24,-0.0015617350751168798
2020-09-25,-0.0017005958527468567
2020-09-28,0.0003278621144356054
2020-09-29,-0.003306905273921054
2020-09-30,0.0005109579400138097
2020-10-01,0.0006667483424347138
2020-10-02,-0.000103297022652051
2020-10-05,0.003646506564178772
2020-10-06,-0.002444932065776198
2020-10-07,-0.003491327214279013
2020-10-08,0.0008731526660380746
2020-10-09,-0.0006228443560419835
2020-10-12,0.00020376537650993766
2020-10-13,-0.0009864998566236534
2020-10-14,0.00028091341273521215
2020-10-15,-0.0016459365280206456
2020-10-16,0.001011684787320786
2020-10-19,0.00010110750836425208
2020-10-20,-0.00033345831248627385
2020-10-21,0.0013204612017164831
2020-10-22,-0.0009192377144982199
2020-10-23,-0.0019368439557407734
2020-10-26,5.249395786801323e-05
2020-10-27,-0.0011040418686205176
2020-10-28,0.0012924592557546398
2020-10-29,-0.0010100337857081856
2020-10-30,0.0006753071799573071
2020-11-02,-0.00034237968771476233
2020-11-03,-0.0027214734706235283
2020-11-04,0.004024760220232373
2020-11-05,0.0001379718500568864
2020-11-06,-4.219901520907969e-06
2020-11-09,-0.0004894516769124626
2020-11-10,0.0022073988275939974
2020-11-11,0.0006856719176166214
2020-11-12,-0.001323634523515318
2020-11-13,-0.0008884772933442988
2020-11-16,0.0001541530426634124
2020-11-17,0.0010956876593267845
2020-11-18,-0.0010964751964871794
2020-11-19,0.0001246117302106871
2020-11-20,-0.00037771135390404634
2020-11-23,-0.0004037784107908538
2020-11-24,0.0020931130164177606
2020-11-25,-0.0008205755883156151
2020-11-26,0.0020643077266901126
2020-11-27,0.0033260303315801494
2020-11-30,0.0002530713051162178
2020-12-01,0.0008141778449853777
2020-12-02,0.0024876069826451058
2020-12-03,0.00013632436993196966
2020-12-04,0.00313749038708224
2020-12-07,0.0005259300685539513
2020-12-08,-0.0003291021192066639
2020-12-09,-0.0003836621121033044
2020-12-10,-0.004272580792315044
2020-12-11,-0.0027003464481900868
2020-12-14,0.000962815579776209
2020-12-15,0.0007906300117215942
2020-12-16,0.000868618018256483
2020-12-17,-0.0021836120993988964
2020-12-18,0.001495968251288996
2020-12-21,0.0005057694809161419
2020-12-22,-0.0034935849983890404
2020-12-23,0.0011636815439915456
2020-12-24,0.0006537800068860275
2020-12-25,0.003067708832076373
2020-12-28,0.0020959598696776703
2020-12-29,0.00494556751986918
2020-12-30,0.0018365387926388664
2020-12-31,-0.00017677332061183436
2021-01-01,0.001131210025696882
2021-01-04,-0.00017852263996250567
2021-01-05,-0.0022647160178196034
2021-01-06,-0.003386882217483814
2021-01-07,-0.0017733151770432567
2021-01-08,0.0008711148446478001
2021-01-11,-0.000259161197789841
2021-01-12,0.0036609417867592576
2021-01-13,0.00030627398619290135
2021-01-14,-0.001763214932404376
2021-01-15,0.00041317420052860103
2021-01-18,-0.0017590931130560864
2021-01-19,-0.0003449441704441523
2021-01-20,0.0006632416510756226
2021-01-21,0.0008170536591064668
2021-01-22,0.00028991699432311395
2021-01-25,0.0018353304330558833
2021-01-26,0.00406706619984428
2021-01-27,-0.00018804386910750126
2021-01-28,0.0010206591615820144
2021-01-29,-0.0028152979895871575
2021-02-01,-0.0011262319432698573
2021-02-02,-0.0009287266957740216
2021-02-03,0.0016998588553374652
2021-02-04,-0.0004360734780886387
2021-02-05,0.0020897969593309178
2021-02-08,0.00292202393427345
2021-02-09,0.0006862788829213986
2021-02-10,-0.001979161986260299
2021-02-11,-0.001936807831893418
2021-02-12,-0.002348047863054051
2021-02-15,-0.0012059708079166
2021-02-16,0.0028106415407509453
2021-02-17,0.001676592435204927
2021-02-18,-0.00349340531635731
2021-02-19,-0.00030955688526324075
2021-02-22,0.0036105594090734485
2021-02-23,-0.002064073065141452
