Date,Asset,prev_weight,target_weight,delta_weight,estimated_cost
2020-04-23,SPY,0.0,0.04163836977981914,0.04163836977981914,2.081918488990957e-05
2020-04-23,TLT,0.0,0.022829647144331517,0.022829647144331517,1.1414823572165757e-05
2020-04-23,IEF,0.0,0.025475898864526777,0.025475898864526777,1.2737949432263388e-05
2020-04-23,GLD,0.0,0.0334903716800245,0.0334903716800245,1.674518584001225e-05
2020-04-23,DBC,0.0,0.001565712531298452,0.001565712531298452,7.828562656492261e-07
2020-04-23,__CASH__,1.0,0.8749999999999996,-0.12500000000000044,6.250000000000022e-05
2020-09-10,SPY,0.04163836977981914,0.030115544612301114,-0.011522825167518028,5.7614125837590135e-06
2020-09-10,TLT,0.022829647144331517,0.08569580336132972,0.0628661562169982,3.14330781084991e-05
2020-09-10,IEF,0.025475898864526777,0.08760974264752973,0.06213384378300295,3.1066921891501475e-05
2020-09-10,GLD,0.0334903716800245,0.02422238881458688,-0.009267982865437618,4.633991432718809e-06
2020-09-10,DBC,0.001565712531298452,0.0011324239117836627,-0.0004332886195147893,2.1664430975739465e-07
2020-09-10,__CASH__,0.8749999999999996,0.7712240966524684,-0.10377590334753117,5.188795167376559e-05
2021-01-28,SPY,0.030115544612301114,0.02288952138874809,-0.007226023223553025,3.6130116117765122e-06
2021-01-28,TLT,0.08569580336132972,0.07920757715858699,-0.006488226202742725,3.2441131013713625e-06
2021-01-28,IEF,0.08760974264752973,0.1265741972510967,0.03896445460356697,1.9482227301783482e-05
2021-01-28,GLD,0.02422238881458688,0.01841038885385442,-0.005811999960732461,2.90599998036623e-06
2021-01-28,DBC,0.0011324239117836627,0.027182143743887992,0.02604971983210433,1.3024859916052164e-05
2021-01-28,UUP,2.4963119414502447e-16,0.05998582556432897,0.05998582556432872,2.999291278216436e-05
2021-01-28,__CASH__,0.7712240966524684,0.6657503460394967,-0.1054737506129717,5.273687530648585e-05
