Date,Asset,ret_1,ret_5,ret_21,ret_63,vol_20,vol_60,primary_score,fwd_return,cost_return,volatility,edge_hat,signed_realized_edge,meta_label,p_meta,conformal_q,lower_bound,side,trade,edge_after_cost,raw_weight_score
2024-02-06,DBC,0.0036530766374167634,-0.026140954597744792,-0.006778072326966256,-0.0656359557799111,0.11312575897551896,0.14895683763950726,-0.010815743921301073,0.007279277025241004,0.00075,0.11312575897551896,0.010815743921301073,-0.007279277025241004,0.0,0.43979827415385164,0.059282200895446294,-0.04846645697414522,-1.0,False,-0.04921645697414522,0.0
2024-02-06,GLD,0.005224693124019186,-0.00021206472723600545,-0.004224996176236839,0.02034747498368561,0.10125438611390074,0.12485215615131005,-0.001903516564973143,-0.02132062692864256,0.00075,0.10125438611390074,0.001903516564973143,0.02132062692864256,1.0,0.4755543426254912,0.059282200895446294,-0.05737868433047315,-1.0,False,-0.05812868433047315,0.0
2024-02-06,IEF,0.005389190956944123,-0.002996817690272935,0.00045434519820619634,0.04672340784346729,0.08725975625068733,0.0890126009323853,-0.0006923185238679043,-0.016817087268941933,0.00075,0.08725975625068733,0.0006923185238679043,0.016817087268941933,1.0,0.4907898351799443,0.059282200895446294,-0.05858988237157839,-1.0,False,-0.05933988237157839,0.0
2024-02-06,IWM,0.009013222587225922,-0.020434090035170493,0.0021733681752051925,0.11398969137455062,0.17706285725804902,0.22719507584225385,-0.004474360054568834,0.00485357158200439,0.00075,0.17706285725804902,0.004474360054568834,-0.00485357158200439,0.0,0.43555196470914903,0.059282200895446294,-0.05480784084087746,-1.0,False,-0.05555784084087746,0.0
2024-02-06,QQQ,-0.002007124151473416,0.005384539839652813,0.07773170849836486,0.16578140108418427,0.14099820599022594,0.1398995843842285,0.04278024486350026,0.00224496294026566,0.00075,0.14099820599022594,0.04278024486350026,0.00224496294026566,1.0,0.553040713987184,0.059282200895446294,-0.016501956031946034,1.0,False,-0.017251956031946035,0.0
2024-02-06,SPY,0.0029033061044931863,0.006294669968513578,0.05569317347792735,0.14100345519516377,0.10710831090818262,0.10456752172197888,0.032000850216589626,0.0002024348809075427,0.00075,0.10710831090818262,0.032000850216589626,0.0002024348809075427,0.0,0.5391612883739595,0.059282200895446294,-0.027281350678856668,1.0,False,-0.02803135067885667,0.0
2024-02-06,TLT,0.009773859135378649,-0.003804597237055396,-0.009701825480119997,0.09512683345711093,0.1723088236741567,0.18303633911078712,-0.005994954066145313,-0.028405880949467055,0.00075,0.1723088236741567,0.005994954066145313,0.028405880949467055,1.0,0.4756514065546063,0.059282200895446294,-0.05328724682930098,-1.0,False,-0.05403724682930098,0.0
2024-02-06,UUP,-0.002848019097660859,0.009005720752850666,0.021889792394856,0.006366918362924023,0.055217259134210696,0.07135411975822306,0.01448119586896982,0.008211358448475758,0.00075,0.055217259134210696,0.01448119586896982,0.008211358448475758,1.0,0.5103474047798979,0.059282200895446294,-0.04480100502647647,1.0,False,-0.04555100502647647,0.0
2024-02-07,DBC,0.004549583572933669,-0.01119572996432805,0.012379652189363988,-0.06517272014577735,0.1113746220679427,0.14926917201560036,0.003125943407080034,-0.006793514938311929,0.00075,0.1113746220679427,0.003125943407080034,-0.006793514938311929,0.0,0.4669913466012625,0.059282200895446294,-0.05615625748836626,1.0,False,-0.05690625748836626,0.0
2024-02-07,GLD,-0.0002651978305409086,0.00026533856496446795,0.0033534087357565134,0.0280883213801304,0.10126597539131388,0.12468615495251027,0.0019485133813945642,-0.021644572048035493,0.00075,0.10126597539131388,0.0019485133813945642,-0.021644572048035493,0.0,0.48253538160760656,0.059282200895446294,-0.057333687514051726,1.0,False,-0.05808368751405173,0.0
2024-02-07,IEF,-0.001786738691863854,-0.01303192053338642,-0.004674036646596269,0.050931830948683254,0.08744504130921399,0.08644418737562323,-0.0059617743631834195,-0.011371872086680002,0.00075,0.08744504130921399,0.0059617743631834195,0.011371872086680002,1.0,0.4802259414507466,0.059282200895446294,-0.05332042653226288,-1.0,False,-0.05407042653226288,0.0
2024-02-07,IWM,-0.002323460751666895,0.001762868734998868,-0.017841612324376532,0.12546241097950972,0.17465280044962883,0.22441392900904572,-0.009166115783836864,0.030586880224825252,0.00075,0.17465280044962883,0.009166115783836864,-0.030586880224825252,0.0,0.4495391158034732,0.059282200895446294,-0.05011608511160943,-1.0,False,-0.05086608511160943,0.0
2024-02-07,QQQ,0.010290111896287923,0.036021859377777465,0.06677374695804184,0.17299258867791578,0.14332822951769097,0.13924193557882975,0.04594101152224661,0.0028472052077401777,0.00075,0.14332822951769097,0.04594101152224661,0.0028472052077401777,1.0,0.5777993885970703,0.059282200895446294,-0.013341189373199683,1.0,False,-0.014091189373199683,0.0
2024-02-07,SPY,0.008340456747429448,0.031519303237889096,0.049515301436785064,0.14787922838041712,0.10842138300475121,0.10327075600780178,0.035965212984675636,0.0009435552150720561,0.00075,0.10842138300475121,0.035965212984675636,0.0009435552150720561,1.0,0.5629209278782207,0.059282200895446294,-0.023316987910770658,1.0,False,-0.02406698791077066,0.0
2024-02-07,TLT,-0.004839362823556459,-0.018266633297702395,-0.024122292791549316,0.10050157140813498,0.171776845751284,0.17654924997162286,-0.017378440690604978,-0.01871263376069976,0.00075,0.171776845751284,0.017378440690604978,0.01871263376069976,1.0,0.45848881360263327,0.059282200895446294,-0.041903760204841316,-1.0,False,-0.042653760204841316,0.0
